sample,image_path,mask_path,softness_score,width_q50,width_q90,mean_reliability,reliable_profiles,candidate_profiles,valid_profile_ratio,group
y_b2f01f1d,data/SBU-shadow/SBU-Test/ShadowImages/y_b2f01f1d.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/y_b2f01f1d.png,16.11263893721253,9.072682936875733,21.927809810012867,0.13219607504982864,117,177,0.6610169491525424,soft
58039056,data/SBU-shadow/SBU-Test/ShadowImages/58039056.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/58039056.png,16.0284838032497,9.888055551590215,21.002690474341197,0.15096157957743928,121,159,0.7610062893081762,soft
another-brick-on-the-wall,data/SBU-shadow/SBU-Test/ShadowImages/another-brick-on-the-wall.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/another-brick-on-the-wall.png,15.95522718703031,7.247774782694648,18.36209572353354,0.2553547174411972,234,302,0.7748344370860927,soft
France-Tennis-French-Open-28-1880x1108,data/SBU-shadow/SBU-Test/ShadowImages/France-Tennis-French-Open-28-1880x1108.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/France-Tennis-French-Open-28-1880x1108.png,15.949313747089128,5.058001957402876,23.11874608972803,0.13450017482231277,115,223,0.515695067264574,soft
41067466-winter-wintertide-wintertime-hibernate-he-coldest-season-of-the-year,data/SBU-shadow/SBU-Test/ShadowImages/41067466-winter-wintertide-wintertime-hibernate-he-coldest-season-of-the-year.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/41067466-winter-wintertide-wintertime-hibernate-he-coldest-season-of-the-year.png,15.933189237276126,11.103780564111338,19.152407125442664,0.13753982022988231,183,259,0.7065637065637066,soft
tfile_image-4,data/SBU-shadow/SBU-Test/ShadowImages/tfile_image-4.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/tfile_image-4.png,15.879411187776878,6.883446159603865,21.451053864794485,0.13083302751890685,76,133,0.5714285714285714,soft
pet-side5,data/SBU-shadow/SBU-Test/ShadowImages/pet-side5.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/pet-side5.png,15.740776382351957,9.076633476878396,18.566591074176582,0.2320400793503601,116,187,0.6203208556149733,soft
h53_2,data/SBU-shadow/SBU-Test/ShadowImages/h53_2.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/h53_2.png,15.698429501224268,10.353864383203456,19.83958028278967,0.15301382889714052,120,130,0.9230769230769231,soft
0400,data/SBU-shadow/SBU-Test/ShadowImages/0400.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/0400.png,15.477683024902959,7.853531171367754,23.488883997964564,0.11672004112837069,105,214,0.49065420560747663,soft
7752524382_c5b7b977ba_b,data/SBU-shadow/SBU-Test/ShadowImages/7752524382_c5b7b977ba_b.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/7752524382_c5b7b977ba_b.png,15.472831455755664,8.300324854480241,21.76990137694103,0.15400208373753324,267,377,0.7082228116710876,soft
65031697,data/SBU-shadow/SBU-Test/ShadowImages/65031697.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/65031697.png,15.471770848584852,11.396802203834365,17.352298607530628,0.08113876321433659,100,222,0.45045045045045046,soft
40e38555d1cf1c161ef98ad386f79ff3,data/SBU-shadow/SBU-Test/ShadowImages/40e38555d1cf1c161ef98ad386f79ff3.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/40e38555d1cf1c161ef98ad386f79ff3.png,15.465277957926428,6.887365887398317,19.40589386408261,0.10532573383128227,172,224,0.7678571428571429,soft
2178-1265288888gg9Kte,data/SBU-shadow/SBU-Test/ShadowImages/2178-1265288888gg9Kte.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/2178-1265288888gg9Kte.png,15.258524741622676,10.52469975973446,18.917630519686192,0.0971874129298953,154,270,0.5703703703703704,soft
COCO_train2014_000000029426,data/SBU-shadow/SBU-Test/ShadowImages/COCO_train2014_000000029426.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/COCO_train2014_000000029426.png,15.250037061920604,5.100449796424671,21.48387186730774,0.0962718725534213,198,539,0.3673469387755102,soft
9087823_b4ad25fe47_m,data/SBU-shadow/SBU-Test/ShadowImages/9087823_b4ad25fe47_m.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/9087823_b4ad25fe47_m.png,15.236280371292818,10.671421063732788,19.34598145574779,0.3025815033116063,281,385,0.7298701298701299,soft
trompetista-firma,data/SBU-shadow/SBU-Test/ShadowImages/trompetista-firma.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/trompetista-firma.png,15.1800680758128,4.196876994071391,21.927410257972273,0.1288579043572244,309,644,0.4798136645962733,soft
161303092,data/SBU-shadow/SBU-Test/ShadowImages/161303092.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/161303092.png,15.177223967297985,7.008905693433315,22.455106827662817,0.18281104262780043,282,559,0.5044722719141324,soft
5-2003-088tes,data/SBU-shadow/SBU-Test/ShadowImages/5-2003-088tes.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/5-2003-088tes.png,15.146427463518684,4.274242396496765,17.837300558058576,0.13497253661719902,31,56,0.5535714285714286,soft
DSCF1299,data/SBU-shadow/SBU-Test/ShadowImages/DSCF1299.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/DSCF1299.png,15.093854611150988,3.941168310374991,23.682331894717198,0.15027839834492712,201,398,0.5050251256281407,soft
COCO_train2014_000000019905,data/SBU-shadow/SBU-Test/ShadowImages/COCO_train2014_000000019905.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/COCO_train2014_000000019905.png,15.024827526309739,3.0293739497962373,17.313444866288176,0.21369336233935124,32,38,0.8421052631578947,soft
July-4th-Sports-01,data/SBU-shadow/SBU-Test/ShadowImages/July-4th-Sports-01.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/July-4th-Sports-01.png,14.916516874270359,9.702826883971198,22.678473766321,0.0525759971526459,41,53,0.7735849056603774,soft
IS5qbsvp5oe4l80000000000,data/SBU-shadow/SBU-Test/ShadowImages/IS5qbsvp5oe4l80000000000.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/IS5qbsvp5oe4l80000000000.png,14.813908546444452,3.8537814062879843,21.741534552752448,0.15302300218093248,136,240,0.5666666666666667,soft
Eurpoe-2012-I-285crt,data/SBU-shadow/SBU-Test/ShadowImages/Eurpoe-2012-I-285crt.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/Eurpoe-2012-I-285crt.png,14.65606750271451,2.2865642830285062,16.936551585966907,0.3436590848222109,191,225,0.8488888888888889,soft
85804599,data/SBU-shadow/SBU-Test/ShadowImages/85804599.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/85804599.png,14.647222900942257,5.556010223483421,21.99582198249963,0.25156478418359596,157,220,0.7136363636363636,soft
snow009,data/SBU-shadow/SBU-Test/ShadowImages/snow009.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/snow009.png,14.624523394448357,8.439015363925424,17.624989504315696,0.14979566922968657,149,222,0.6711711711711712,soft
Intramural-Sports-ECU-1_LA_large,data/SBU-shadow/SBU-Test/ShadowImages/Intramural-Sports-ECU-1_LA_large.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/Intramural-Sports-ECU-1_LA_large.png,14.622926683815859,6.913894276629244,22.838793554828893,0.10205538668854164,126,235,0.5361702127659574,soft
pup_zemli,data/SBU-shadow/SBU-Test/ShadowImages/pup_zemli.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/pup_zemli.png,14.563877791521596,8.619133938431347,17.039478804139975,0.3046787502319387,70,101,0.693069306930693,soft
COCO_train2014_000000207811,data/SBU-shadow/SBU-Test/ShadowImages/COCO_train2014_000000207811.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/COCO_train2014_000000207811.png,14.557117464413363,6.792531008972366,20.676396935357822,0.177704444516894,160,213,0.7511737089201878,soft
IMG_1145,data/SBU-shadow/SBU-Test/ShadowImages/IMG_1145.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/IMG_1145.png,14.548036023405121,7.526915166334447,23.611831253499926,0.1754372067921752,225,359,0.6267409470752089,soft
Feature-Image-960x500,data/SBU-shadow/SBU-Test/ShadowImages/Feature-Image-960x500.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/Feature-Image-960x500.png,14.501305738993645,5.544648325479717,17.3719126748519,0.19301708397410353,171,258,0.6627906976744186,soft
h28_2,data/SBU-shadow/SBU-Test/ShadowImages/h28_2.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/h28_2.png,14.484681005392197,10.589704097807825,16.01530945338537,0.4113563349278513,114,116,0.9827586206896551,soft
h66_1,data/SBU-shadow/SBU-Test/ShadowImages/h66_1.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/h66_1.png,14.446757307410323,8.128806478521637,20.811438536902195,0.14444387000220502,113,168,0.6726190476190477,soft
volcan-el-teide,data/SBU-shadow/SBU-Test/ShadowImages/volcan-el-teide.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/volcan-el-teide.png,14.443163992822798,5.642417148863032,27.203130974405845,0.11024610326724438,149,326,0.4570552147239264,soft
linder_farms_20,data/SBU-shadow/SBU-Test/ShadowImages/linder_farms_20.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/linder_farms_20.png,14.442580507316595,2.783678229205792,25.23184305394569,0.1516502837577962,510,1036,0.4922779922779923,soft
my_shadow_by_ryosiauw-d3339hb,data/SBU-shadow/SBU-Test/ShadowImages/my_shadow_by_ryosiauw-d3339hb.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/my_shadow_by_ryosiauw-d3339hb.png,14.367172662600858,9.123036345776114,18.547153038997127,0.27682457049746834,210,251,0.8366533864541833,soft
mouldy-wall-in-bedroom,data/SBU-shadow/SBU-Test/ShadowImages/mouldy-wall-in-bedroom.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/mouldy-wall-in-bedroom.png,14.329113761054959,4.601935577699101,22.721684824282573,0.23482492270912708,56,84,0.6666666666666666,soft
2015-winter-hike-tomasi_15-800x600te,data/SBU-shadow/SBU-Test/ShadowImages/2015-winter-hike-tomasi_15-800x600te.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/2015-winter-hike-tomasi_15-800x600te.png,14.206279537508363,8.040126417351349,16.900679182292862,0.2011269887405306,81,94,0.8617021276595744,soft
COCO_train2014_000000240967,data/SBU-shadow/SBU-Test/ShadowImages/COCO_train2014_000000240967.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/COCO_train2014_000000240967.png,14.15080040654837,6.993068396536996,24.313792862889187,0.1576353357815041,116,178,0.651685393258427,soft
000377-4fd0b3bfdda2c-L,data/SBU-shadow/SBU-Test/ShadowImages/000377-4fd0b3bfdda2c-L.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/000377-4fd0b3bfdda2c-L.png,14.108229555439946,3.5090727424922337,19.580679565925983,0.17559598179646346,117,195,0.6,soft
picmtn_ct-00211-2,data/SBU-shadow/SBU-Test/ShadowImages/picmtn_ct-00211-2.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/picmtn_ct-00211-2.png,14.000109977039827,8.339329401786449,19.79123219137498,0.1894327708749828,144,196,0.7346938775510204,soft
exams,data/SBU-shadow/SBU-Test/ShadowImages/exams.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/exams.png,13.890189485238643,7.93049480603366,18.812426964183206,0.14520268192309801,202,222,0.9099099099099099,soft
h42_2,data/SBU-shadow/SBU-Test/ShadowImages/h42_2.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/h42_2.png,13.884952932359615,11.134660820430767,17.267123589209305,0.08860965022962007,76,82,0.926829268292683,soft
165206163_4b58b9a66d_z,data/SBU-shadow/SBU-Test/ShadowImages/165206163_4b58b9a66d_z.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/165206163_4b58b9a66d_z.png,13.831933437707313,9.355503325062344,19.220649459849568,0.176292409375581,68,90,0.7555555555555555,soft
h52_1,data/SBU-shadow/SBU-Test/ShadowImages/h52_1.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/h52_1.png,13.818056823921669,9.887068872757103,17.45273661410612,0.18162607541808523,62,64,0.96875,soft
westovercfive,data/SBU-shadow/SBU-Test/ShadowImages/westovercfive.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/westovercfive.png,13.81146958575952,2.9321571439369407,19.447260618403003,0.17537836435332368,148,273,0.5421245421245421,soft
IS-jwgobzy9rjod,data/SBU-shadow/SBU-Test/ShadowImages/IS-jwgobzy9rjod.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/IS-jwgobzy9rjod.png,13.758883859695127,3.574244500618928,19.17173770801275,0.18166301022076678,121,235,0.5148936170212766,soft
rock-and-wood-3-600x400,data/SBU-shadow/SBU-Test/ShadowImages/rock-and-wood-3-600x400.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/rock-and-wood-3-600x400.png,13.745975419797704,8.8287027139926,18.62202602175621,0.10060536575754389,117,245,0.4775510204081633,soft
Belvoir Park Golf Club 6th Hole Scenery,data/SBU-shadow/SBU-Test/ShadowImages/Belvoir Park Golf Club 6th Hole Scenery.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/Belvoir Park Golf Club 6th Hole Scenery.png,13.736468531718197,5.248546967677592,18.975953643064425,0.13460905807966092,153,318,0.4811320754716981,soft
rot-blau-bunt glatt.png,data/SBU-shadow/SBU-Test/ShadowImages/rot-blau-bunt glatt.png.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/rot-blau-bunt glatt.png.png,13.647214944689534,5.007098749042202,15.020632696191782,0.22036386947839864,154,168,0.9166666666666666,soft
product~p~6016T_01~1500.1,data/SBU-shadow/SBU-Test/ShadowImages/product~p~6016T_01~1500.1.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/product~p~6016T_01~1500.1.png,13.629941169955158,4.830981651560515,19.579606224826065,0.16399843990484164,271,603,0.4494195688225539,soft
fileshare1,data/SBU-shadow/SBU-Test/ShadowImages/fileshare1.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/fileshare1.png,13.609889850429013,7.808351323990191,24.804958382929378,0.30004574985180144,135,184,0.7336956521739131,soft
volcanicb,data/SBU-shadow/SBU-Test/ShadowImages/volcanicb.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/volcanicb.png,13.574101378962283,4.821479778077773,24.672025010277572,0.11746976628620115,346,571,0.6059544658493871,soft
h30_2,data/SBU-shadow/SBU-Test/ShadowImages/h30_2.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/h30_2.png,13.572072497096169,9.392716452594236,15.876509239017228,0.07228343926059702,110,123,0.8943089430894309,soft
u-lavish-wood-stain-sealer-home-depot-home-depot-waterproof-wood-stain-behr-solid-color-weatherproofing-wood-stain-home-depot-varathane-wood-stain-home-depot-low-voc-wood-stain-home-depot-wood,data/SBU-shadow/SBU-Test/ShadowImages/u-lavish-wood-stain-sealer-home-depot-home-depot-waterproof-wood-stain-behr-solid-color-weatherproofing-wood-stain-home-depot-varathane-wood-stain-home-depot-low-voc-wood-stain-home-depot-wood.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/u-lavish-wood-stain-sealer-home-depot-home-depot-waterproof-wood-stain-behr-solid-color-weatherproofing-wood-stain-home-depot-varathane-wood-stain-home-depot-low-voc-wood-stain-home-depot-wood.png,13.569275622114883,3.533736920380374,20.535068660678185,0.17466167983073308,106,212,0.5,soft
e8f4a54s-960,data/SBU-shadow/SBU-Test/ShadowImages/e8f4a54s-960.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/e8f4a54s-960.png,13.558414090884355,6.861465041560107,15.766282719585764,0.2551451226206887,158,218,0.7247706422018348,soft
COCO_train2014_000000107625,data/SBU-shadow/SBU-Test/ShadowImages/COCO_train2014_000000107625.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/COCO_train2014_000000107625.png,13.550258440792598,8.309539078783933,21.693317289813002,0.05637801432853199,56,149,0.37583892617449666,soft
guvenlik-gorevlisi-kavgada-bicaklandi-IHA-20120723AW000154-3-t,data/SBU-shadow/SBU-Test/ShadowImages/guvenlik-gorevlisi-kavgada-bicaklandi-IHA-20120723AW000154-3-t.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/guvenlik-gorevlisi-kavgada-bicaklandi-IHA-20120723AW000154-3-t.png,13.540886326019558,4.1578430117483665,16.702353591104405,0.1727632194954919,147,262,0.5610687022900763,soft
356_1189609164_sf_1,data/SBU-shadow/SBU-Test/ShadowImages/356_1189609164_sf_1.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/356_1189609164_sf_1.png,13.540485213761587,6.613908486077555,26.500899935004547,0.10659871818809005,191,354,0.53954802259887,soft
1216851254719_f,data/SBU-shadow/SBU-Test/ShadowImages/1216851254719_f.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/1216851254719_f.png,13.516205993049324,6.6162567454989665,17.993565502953523,0.23270806098985808,240,376,0.6382978723404256,soft
villa_paradis_beeld_5,data/SBU-shadow/SBU-Test/ShadowImages/villa_paradis_beeld_5.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/villa_paradis_beeld_5.png,13.496348317329211,6.097093989592522,16.447634747128483,0.09405761452446328,91,115,0.7913043478260869,soft
COCO_train2014_000000206083,data/SBU-shadow/SBU-Test/ShadowImages/COCO_train2014_000000206083.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/COCO_train2014_000000206083.png,13.481687454254649,3.609555107212267,21.59620682760074,0.27584603125336504,153,268,0.5708955223880597,soft
photocase4422822755116391,data/SBU-shadow/SBU-Test/ShadowImages/photocase4422822755116391.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/photocase4422822755116391.png,13.46039943920298,11.49798164448484,16.03101059731464,0.14009634153378306,262,302,0.8675496688741722,soft
WQxOk9kU6qA,data/SBU-shadow/SBU-Test/ShadowImages/WQxOk9kU6qA.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/WQxOk9kU6qA.png,13.450120547492965,8.054902414690712,17.439930844536878,0.17132394971882828,206,247,0.8340080971659919,soft
eaeca22s-960,data/SBU-shadow/SBU-Test/ShadowImages/eaeca22s-960.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/eaeca22s-960.png,13.322670522193999,4.569669677282433,22.164661904822026,0.1320896770994786,173,347,0.49855907780979825,soft
lhiformag,data/SBU-shadow/SBU-Test/ShadowImages/lhiformag.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/lhiformag.png,13.274914139347992,11.647476332490582,15.3475251980407,0.24869631573158096,115,185,0.6216216216216216,soft
bmb1lrg,data/SBU-shadow/SBU-Test/ShadowImages/bmb1lrg.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/bmb1lrg.png,13.201700425626322,3.0188109775400083,19.09081938034091,0.2810966526236175,189,307,0.6156351791530945,soft
h63_1,data/SBU-shadow/SBU-Test/ShadowImages/h63_1.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/h63_1.png,13.149038048916935,8.798301018624459,17.774838120007953,0.1741867201926264,125,140,0.8928571428571429,soft
-6554cbb23376e051,data/SBU-shadow/SBU-Test/ShadowImages/-6554cbb23376e051.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/-6554cbb23376e051.png,13.132152574140758,2.5030227309560105,18.2813563170968,0.26967795540175027,122,271,0.45018450184501846,soft
Feb  2010 017,data/SBU-shadow/SBU-Test/ShadowImages/Feb  2010 017.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/Feb  2010 017.png,13.126254903119541,11.064142317186382,14.764013963237256,0.31224039936181414,162,171,0.9473684210526315,soft
160301153401-predator-0-overlay-tease,data/SBU-shadow/SBU-Test/ShadowImages/160301153401-predator-0-overlay-tease.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/160301153401-predator-0-overlay-tease.png,13.087203382470886,11.031530677175898,16.047367617754478,0.14500008608067422,96,100,0.96,soft
Deck-Stain-Colors-For-Pressure-Treated-Woodte,data/SBU-shadow/SBU-Test/ShadowImages/Deck-Stain-Colors-For-Pressure-Treated-Woodte.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/Deck-Stain-Colors-For-Pressure-Treated-Woodte.png,13.079540671364542,7.480934012012724,17.68436808070786,0.15102011734533813,280,337,0.8308605341246291,soft
0014,data/SBU-shadow/SBU-Test/ShadowImages/0014.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/0014.png,13.023086314567843,4.714614196687726,18.650005960033575,0.18151222825683136,194,312,0.6217948717948718,soft
11.wall,data/SBU-shadow/SBU-Test/ShadowImages/11.wall.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/11.wall.png,12.995105618216495,7.048640723218619,16.429639995832236,0.17377455566126696,82,101,0.8118811881188119,soft
armadillo-1,data/SBU-shadow/SBU-Test/ShadowImages/armadillo-1.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/armadillo-1.png,12.992906829577665,11.176589670776782,14.3387041163442,0.03748446967320315,18,147,0.12244897959183673,soft
COCO_train2014_000000028503,data/SBU-shadow/SBU-Test/ShadowImages/COCO_train2014_000000028503.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/COCO_train2014_000000028503.png,12.982741779554868,5.506766866030772,18.278964129959636,0.151201391036478,161,256,0.62890625,soft
4-Shadow-300x226,data/SBU-shadow/SBU-Test/ShadowImages/4-Shadow-300x226.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/4-Shadow-300x226.png,12.974869192297637,9.848299697219014,16.543654487347798,0.2693769102183621,445,506,0.8794466403162056,soft
Artist-Hugh-Hayden-Tennis-Chair-Table-ridiculously-fun,data/SBU-shadow/SBU-Test/ShadowImages/Artist-Hugh-Hayden-Tennis-Chair-Table-ridiculously-fun.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/Artist-Hugh-Hayden-Tennis-Chair-Table-ridiculously-fun.png,12.948380206009904,5.927503448337393,27.978279647253963,0.2322504306932831,142,229,0.6200873362445415,middle
h26_1,data/SBU-shadow/SBU-Test/ShadowImages/h26_1.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/h26_1.png,12.946101541514576,9.079532238230465,15.473348968481663,0.3318127341498405,90,96,0.9375,middle
p8010001-45,data/SBU-shadow/SBU-Test/ShadowImages/p8010001-45.jpg,data/SBU-shadow/SBU-Test/ShadowMasks/p8010001-45.png,12.902799275442256,8.01237367431402,18.94461830832875,0.20390637223814298,169,240,0.7041666666666667,middle
